C,1,"[2016-07-19 08:00:00,2016-07-19 08:20:00)",151.39
C,1,"[2016-07-19 08:20:00,2016-07-19 08:40:00)",129.1
C,1,"[2016-07-19 09:00:00,2016-07-19 09:20:00)",200.87
C,1,"[2016-07-19 09:20:00,2016-07-19 09:40:00)",164.52
C,1,"[2016-07-19 17:00:00,2016-07-19 17:20:00)",173.78
C,1,"[2016-07-19 17:20:00,2016-07-19 17:40:00)",192.5
C,1,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",141.04
C,1,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",202.21
C,1,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",360.56
C,1,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",168.36
C,1,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",237.4
C,1,"[2016-07-20 08:20:00,2016-07-20 08:40:00)",305.51
C,1,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",152.86
C,1,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",276.13
C,1,"[2016-07-20 09:20:00,2016-07-20 09:40:00)",199.87
C,1,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",171.96
C,1,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",248.15
C,1,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",125.53
C,1,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",175.44
C,1,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",213.84
C,1,"[2016-07-20 18:40:00,2016-07-20 19:00:00)",154.72
C,1,"[2016-07-21 08:20:00,2016-07-21 08:40:00)",146.07
C,1,"[2016-07-21 09:00:00,2016-07-21 09:20:00)",185.85
C,1,"[2016-07-21 09:20:00,2016-07-21 09:40:00)",180.06
C,1,"[2016-07-21 09:40:00,2016-07-21 10:00:00)",168.4
C,1,"[2016-07-21 17:20:00,2016-07-21 17:40:00)",311.28
C,1,"[2016-07-21 17:40:00,2016-07-21 18:00:00)",237.09
C,1,"[2016-07-21 18:20:00,2016-07-21 18:40:00)",224.42
C,1,"[2016-07-22 08:00:00,2016-07-22 08:20:00)",158.32
C,1,"[2016-07-22 08:20:00,2016-07-22 08:40:00)",222.62
C,1,"[2016-07-22 08:40:00,2016-07-22 09:00:00)",190.78
C,1,"[2016-07-22 09:00:00,2016-07-22 09:20:00)",153.19
C,1,"[2016-07-22 09:20:00,2016-07-22 09:40:00)",125.64
C,1,"[2016-07-22 09:40:00,2016-07-22 10:00:00)",132.52
C,1,"[2016-07-22 17:00:00,2016-07-22 17:20:00)",74.68
C,1,"[2016-07-22 17:20:00,2016-07-22 17:40:00)",209.64
C,1,"[2016-07-22 17:40:00,2016-07-22 18:00:00)",171.07
C,1,"[2016-07-22 18:00:00,2016-07-22 18:20:00)",196.31
C,1,"[2016-07-22 18:40:00,2016-07-22 19:00:00)",239.98
C,1,"[2016-07-23 08:00:00,2016-07-23 08:20:00)",212.6
C,1,"[2016-07-23 08:20:00,2016-07-23 08:40:00)",202.14
C,1,"[2016-07-23 09:00:00,2016-07-23 09:20:00)",223.59
C,1,"[2016-07-23 09:20:00,2016-07-23 09:40:00)",216.41
C,1,"[2016-07-23 17:20:00,2016-07-23 17:40:00)",210.03
C,1,"[2016-07-23 17:40:00,2016-07-23 18:00:00)",233.29
C,1,"[2016-07-23 18:00:00,2016-07-23 18:20:00)",199.65
C,1,"[2016-07-23 18:40:00,2016-07-23 19:00:00)",170.88
C,1,"[2016-07-24 08:00:00,2016-07-24 08:20:00)",151.95
C,1,"[2016-07-24 08:20:00,2016-07-24 08:40:00)",124.05
C,1,"[2016-07-24 08:40:00,2016-07-24 09:00:00)",193.09
C,1,"[2016-07-24 09:00:00,2016-07-24 09:20:00)",179.22
C,1,"[2016-07-24 09:20:00,2016-07-24 09:40:00)",162.27
C,1,"[2016-07-24 09:40:00,2016-07-24 10:00:00)",209.95
C,1,"[2016-07-24 17:00:00,2016-07-24 17:20:00)",231.44
C,1,"[2016-07-24 17:20:00,2016-07-24 17:40:00)",109.64
C,1,"[2016-07-24 17:40:00,2016-07-24 18:00:00)",128.5
C,1,"[2016-07-24 18:00:00,2016-07-24 18:20:00)",150.64
C,1,"[2016-07-24 18:20:00,2016-07-24 18:40:00)",214.44
C,1,"[2016-07-25 08:00:00,2016-07-25 08:20:00)",153.63
C,1,"[2016-07-25 08:20:00,2016-07-25 08:40:00)",183.6
C,1,"[2016-07-25 08:40:00,2016-07-25 09:00:00)",120.05
C,1,"[2016-07-25 09:00:00,2016-07-25 09:20:00)",173.78
C,1,"[2016-07-25 09:20:00,2016-07-25 09:40:00)",176.07
C,1,"[2016-07-25 17:00:00,2016-07-25 17:20:00)",142.19
C,1,"[2016-07-25 17:20:00,2016-07-25 17:40:00)",128.89
C,1,"[2016-07-25 17:40:00,2016-07-25 18:00:00)",204.5
C,1,"[2016-07-25 18:00:00,2016-07-25 18:20:00)",175.41
C,1,"[2016-07-25 18:20:00,2016-07-25 18:40:00)",183.94
C,1,"[2016-07-25 18:40:00,2016-07-25 19:00:00)",179.37
C,1,"[2016-07-26 08:20:00,2016-07-26 08:40:00)",186.44
C,1,"[2016-07-26 08:40:00,2016-07-26 09:00:00)",193.3
C,1,"[2016-07-26 09:00:00,2016-07-26 09:20:00)",195.46
C,1,"[2016-07-26 09:20:00,2016-07-26 09:40:00)",199.8
C,1,"[2016-07-26 17:00:00,2016-07-26 17:20:00)",244.31
C,1,"[2016-07-26 17:20:00,2016-07-26 17:40:00)",159.8
C,1,"[2016-07-26 17:40:00,2016-07-26 18:00:00)",155.43
C,1,"[2016-07-27 08:00:00,2016-07-27 08:20:00)",140.42
C,1,"[2016-07-27 08:20:00,2016-07-27 08:40:00)",120.69
C,1,"[2016-07-27 09:00:00,2016-07-27 09:20:00)",153.18
C,1,"[2016-07-27 09:20:00,2016-07-27 09:40:00)",139.52
C,1,"[2016-07-27 17:00:00,2016-07-27 17:20:00)",120.33
