C,3,"[2016-07-19 08:00:00,2016-07-19 08:20:00)",120.73
C,3,"[2016-07-19 08:20:00,2016-07-19 08:40:00)",143.37
C,3,"[2016-07-19 08:40:00,2016-07-19 09:00:00)",306.6
C,3,"[2016-07-19 09:00:00,2016-07-19 09:20:00)",214.23
C,3,"[2016-07-19 09:20:00,2016-07-19 09:40:00)",117.92
C,3,"[2016-07-19 09:40:00,2016-07-19 10:00:00)",139.7
C,3,"[2016-07-19 17:00:00,2016-07-19 17:20:00)",100.09
C,3,"[2016-07-19 17:20:00,2016-07-19 17:40:00)",172.78
C,3,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",203.77
C,3,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",134.43
C,3,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",254.01
C,3,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",176.96
C,3,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",155.16
C,3,"[2016-07-20 08:20:00,2016-07-20 08:40:00)",273.14
C,3,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",229.15
C,3,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",238.65
C,3,"[2016-07-20 09:20:00,2016-07-20 09:40:00)",155.07
C,3,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",102.43
C,3,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",179.45
C,3,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",148.84
C,3,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",214.36
C,3,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",200.78
C,3,"[2016-07-20 18:20:00,2016-07-20 18:40:00)",137.7
C,3,"[2016-07-20 18:40:00,2016-07-20 19:00:00)",147.84
C,3,"[2016-07-21 08:00:00,2016-07-21 08:20:00)",125.63
C,3,"[2016-07-21 08:20:00,2016-07-21 08:40:00)",166.15
C,3,"[2016-07-21 08:40:00,2016-07-21 09:00:00)",239.13
C,3,"[2016-07-21 09:00:00,2016-07-21 09:20:00)",486.23
C,3,"[2016-07-21 09:20:00,2016-07-21 09:40:00)",291.7
C,3,"[2016-07-21 09:40:00,2016-07-21 10:00:00)",183.28
C,3,"[2016-07-21 17:00:00,2016-07-21 17:20:00)",191.98
C,3,"[2016-07-21 17:20:00,2016-07-21 17:40:00)",269.22
C,3,"[2016-07-21 17:40:00,2016-07-21 18:00:00)",196.01
C,3,"[2016-07-21 18:00:00,2016-07-21 18:20:00)",235.19
C,3,"[2016-07-21 18:20:00,2016-07-21 18:40:00)",158.79
C,3,"[2016-07-21 18:40:00,2016-07-21 19:00:00)",190.61
C,3,"[2016-07-22 08:00:00,2016-07-22 08:20:00)",142.24
C,3,"[2016-07-22 08:20:00,2016-07-22 08:40:00)",276.67
